#FIBER POSITIONER NUMTARTET OBJTYPE TARGETID DESITARGET0 RA DEC XFOCAL_DESIGN YFOCAL_DESIGN
1239 1272 6 OTHER 351 256 1.443192 0.204646 64.749495 265.125119
1240 1273 6 OTHER 7101 256 0.177389 1.081466 6.179167 272.309160
1241 1274 9 STDSTAR 536 256 0.117753 0.599086 46.374859 264.448404
1242 1275 7 GAL 3667 256 0.243547 0.059244 -52.251443 267.566482
1243 1276 5 ELG 3472 256 0.507489 0.218910 -60.148000 261.501805
1244 1277 5 STDSTAR 1082 256 0.827928 1.179780 -42.626397 271.990531
1245 1278 9 LRG 2400 256 0.571780 0.610718 13.189590 272.035924
1246 1279 3 GAL 2761 256 0.162842 0.259997 -74.810163 256.672665
1247 1280 11 ELG 8796 256 1.185535 0.085922 -25.986069 270.144744
1248 1281 6 LRG 3061 256 0.713040 0.575372 -20.420869 267.187254
1249 1282 5 QSO 5207 256 1.614126 0.335083 75.160988 265.316842
1250 1283 7 ELG 227 256 0.535437 1.140420 23.936073 276.913165
1251 1284 4 STDSTAR 1705 256 0.691385 1.196055 -8.796786 271.796678
1252 1285 5 LRG 2999 256 0.055329 0.736794 55.193929 268.900739
1253 1286 8 GAL 3222 256 1.155742 0.264135 -5.779927 277.069986
1254 1287 2 ELG 1345 256 0.822395 0.443987 34.145924 272.385404
1255 1288 2 LRG 4038 256 1.419839 0.000068 76.629518 266.963200
1256 1289 5 QSO 1470 256 1.376567 0.231070 10.573962 277.466879
1257 1290 9 LRG 1697 256 1.549661 1.026107 67.981542 275.756879
1258 1291 9 OTHER 336 256 0.552919 0.926581 -59.142732 275.594809
1259 1292 4 STDSTAR 3840 256 1.569329 0.998121 -49.435484 273.591205
1260 1293 7 OTHER 2929 256 0.408900 0.212774 -69.480103 271.886146
1261 1294 7 GAL 669 256 1.464777 0.595841 -35.216638 280.828604
1262 1295 4 QSO 8158 256 1.058277 0.601866 -84.741570 267.746501
1263 1296 5 ELG 1554 256 0.029261 0.025212 43.361552 281.134603
1264 1297 5 LRG 6983 256 0.234571 0.766691 16.248361 276.308600
1265 1298 13 OTHER 5535 256 1.284822 1.122232 -27.483375 279.835726
1266 1299 7 STDSTAR 3863 256 0.845296 0.911927 -20.040436 279.439502
1267 1300 5 QSO 193 256 0.970158 0.821842 72.839133 275.380605
1268 1301 6 OTHER 1346 256 0.192340 0.320369 -4.463983 284.992031
1269 1302 6 STDSTAR 11230 256 1.393312 0.053388 26.354611 278.321237
1270 1303 5 STDSTAR 5391 256 0.483188 0.145656 61.894422 278.418530
1271 1304 3 STDSTAR 10411 256 1.082924 0.505201 5.812596 288.188237
1272 1305 6 ELG 2398 256 1.030525 0.268949 44.977526 285.732446
1273 1306 5 ELG 1361 256 1.616734 0.136193 83.808899 280.578398
1274 1307 2 OTHER 970 256 1.560903 0.170656 8.682454 291.281313
1275 1308 3 OTHER 11509 256 0.593794 0.049545 -59.398664 284.786277
1276 1309 3 STDSTAR 396 256 0.368403 0.700917 -64.871334 286.091269
1277 1310 3 QSO 1159 256 1.769080 0.890757 -43.646844 280.566677
1278 1311 9 ELG 386 256 1.479228 1.029562 65.455857 283.962760
1279 1312 4 OTHER 5542 256 0.642862 0.981792 -82.018830 278.858996
1280 1313 8 ELG 759 256 0.883899 0.869926 -38.338749 284.775934
1281 1314 5 LRG 5157 256 0.673726 1.048652 -27.351894 289.141910
1282 1315 2 QSO 10240 256 1.730179 1.151458 48.511736 283.000458
1283 1316 5 GAL 75 256 1.320773 0.827350 26.269530 293.724343
1284 1317 0 SKY -1 256 -1.000000 100.000000 -15.063496 292.206821
1285 1318 3 OTHER 12625 256 1.464225 0.440967 75.990820 281.291454
1286 1319 5 STDSTAR 9995 256 1.313421 0.502924 -5.010314 290.314579
1287 1320 8 GAL 269 256 1.346315 0.125222 30.755637 297.696811
1288 1321 7 LRG 5463 256 0.840727 0.157294 59.052454 290.267907
1289 1322 6 OTHER 10890 256 1.766305 1.197509 10.758364 297.226686
1290 1323 6 STDSTAR 13433 256 1.263117 0.216315 -67.631885 288.566922
1291 1324 6 STDSTAR 2293 256 0.661591 0.913298 42.007613 299.442667
1292 1325 6 LRG 7049 256 1.009071 0.761367 -50.339334 297.211637
1293 1326 9 OTHER 745 256 1.065235 0.843117 -72.430516 294.957388
1294 1327 10 GAL 805 256 1.550912 0.349523 -40.949633 290.224011
1295 1328 4 STDSTAR 4354 256 1.063692 0.991912 19.875123 297.187867
1296 1329 3 ELG 8917 256 0.039891 0.220939 -79.745302 290.409823
1297 1330 7 QSO 165 256 1.078907 0.988653 85.843136 290.369038
1298 1331 6 GAL 4300 256 0.565973 1.162804 -34.621849 293.776167
1299 1332 8 ELG 6957 256 0.292306 0.887066 72.729240 287.768749
1300 1333 4 GAL 3307 256 0.932357 0.661252 -19.363671 302.145378
1301 1334 9 LRG 407 256 0.752673 0.312825 23.552528 299.169019
1302 1335 6 LRG 548 256 1.771544 0.061659 50.588051 298.436248
1303 1336 3 OTHER 9488 256 1.089422 0.146934 -13.486179 304.250470
1304 1337 5 LRG 17126 256 1.231692 0.162748 -5.255321 302.554905
1305 1338 4 GAL 268 256 0.795275 0.100635 81.069873 292.367038
1306 1339 4 LRG 2084 256 1.443642 0.800946 30.732096 302.171862
1307 1340 4 ELG 3247 256 0.691117 0.273740 67.731365 299.206522
1308 1341 5 OTHER 1666 256 1.344332 0.724635 11.706492 309.473927
1309 1342 4 LRG 5457 256 1.376998 1.121996 -57.740713 302.464157
1310 1343 6 STDSTAR 7332 256 0.159776 0.504078 -72.769858 295.061827
1311 1344 4 LRG 8912 256 0.729676 1.161212 -43.652811 304.206653
1312 1345 8 GAL 158 256 0.600790 0.770927 -76.928566 297.416346
1313 1346 5 QSO 17619 256 0.052128 0.082539 -41.824042 309.979613
1314 1347 6 GAL 2383 256 0.297638 0.844088 -92.469798 300.013015
1315 1348 7 ELG 2482 256 1.453331 0.390566 46.342637 307.229674
1316 1349 5 LRG 18130 256 1.667375 0.918445 23.272587 305.902986
1317 1350 2 STDSTAR 9509 256 0.127450 0.167815 -30.994938 309.951624
1318 1351 5 GAL 3317 256 0.299896 0.240407 93.779099 292.627893
1319 1352 11 QSO 59 256 0.281789 0.814952 73.006711 303.862810
1320 1353 3 STDSTAR 2498 256 1.170722 0.732517 -15.130331 307.519179
1321 1354 4 STDSTAR 8626 256 0.340425 0.416829 29.658009 314.119057
1322 1355 11 STDSTAR 2153 256 0.722179 0.764212 -4.294315 311.241375
1323 1356 5 OTHER 4077 256 0.959705 0.216129 54.969440 306.366057
1324 1357 2 GAL 15274 256 1.314390 0.796248 -1.356610 314.415569
1325 1358 7 QSO 25 256 0.025613 0.232781 85.653914 301.243321
1326 1359 5 QSO 3059 256 0.607264 0.778712 38.042008 315.461110
1327 1360 6 STDSTAR 1218 256 1.774623 0.606596 -62.291656 307.481042
1328 1361 3 QSO 9386 256 0.588718 0.119053 -55.918336 311.543383
1329 1362 9 LRG 4031 256 1.095465 0.701250 -74.265871 306.061140
1330 1363 5 OTHER 100 256 1.634639 0.999450 67.394528 309.874488
1331 1364 4 OTHER 4683 256 0.698801 0.656097 11.305302 315.367687
1332 1365 4 LRG 6340 256 1.563455 0.961839 -41.059716 315.716823
1333 1366 3 STDSTAR 2616 256 0.898406 0.855911 -84.274753 308.838229
1334 1367 2 QSO 10082 256 1.601432 0.421693 -37.134228 313.482638
1335 1368 7 QSO 13527 256 0.963395 0.069151 -27.839024 314.012288
1336 1369 5 OTHER 9526 256 0.647280 1.060082 45.518513 314.908432
1337 1370 7 GAL 1013 256 1.487975 0.515961 20.129240 322.641272
1338 1371 7 GAL 1382 256 1.150412 1.191579 96.328180 304.760565
1339 1372 4 QSO 3579 256 0.334844 0.184467 -14.068102 314.234953
1340 1373 2 OTHER 1190 256 1.450273 0.089116 72.501154 310.959234
1341 1374 11 ELG 392 256 1.006061 0.256648 -9.211802 325.182281
1342 1375 8 QSO 4730 256 0.963565 0.594224 35.619101 322.350239
1343 1376 3 GAL 7023 256 0.569908 0.291938 60.431089 316.982320
1344 1377 4 GAL 14608 256 1.488682 0.722094 5.391481 328.497385
1345 1378 5 ELG 3450 256 1.768337 0.537624 -65.437784 317.819893
1346 1379 2 LRG 2502 256 0.891724 1.030439 -77.044462 316.683775
1347 1380 3 STDSTAR 10068 256 1.522342 0.935404 36.934450 322.025685
1348 1381 8 LRG 1673 256 0.395076 0.810459 -52.927492 323.218411
1349 1382 2 LRG 3572 256 1.650741 0.000953 88.541826 309.178158
1350 1383 5 ELG 1091 256 1.676956 0.007440 -82.373901 320.320658
1351 1384 6 QSO 302 256 1.310247 0.351232 -42.985085 327.831478
1352 1385 8 GAL 560 256 0.627572 0.121503 -96.756343 316.787060
1353 1386 6 QSO 1222 256 1.497096 0.331912 16.476797 326.715841
1354 1387 5 LRG 9039 256 0.140520 0.129441 65.459007 317.915217
1355 1388 6 GAL 3240 256 1.167514 0.093367 -35.684431 327.293307
1356 1389 8 STDSTAR 6213 256 0.319381 0.785396 -24.320854 326.666962
1357 1390 4 QSO 6420 256 1.307045 0.317490 51.564291 326.635967
1358 1391 6 OTHER 741 256 0.422046 0.239167 22.796627 326.365903
1359 1392 2 QSO 19785 256 0.629926 0.378133 -12.812867 335.572330
1360 1393 4 LRG 3270 256 0.214512 0.443243 98.822003 316.613569
1361 1394 2 GAL 19326 256 1.593403 0.973564 74.132671 321.554870
1362 1395 8 LRG 3554 256 0.291903 0.036045 2.925382 333.251536
1363 1396 9 ELG 1010 256 1.113399 0.253635 37.567404 329.321259
1364 1397 6 ELG 4132 256 1.028776 1.088001 63.594506 329.509240
1365 1398 7 QSO 2897 256 0.353023 0.029815 12.907840 335.173845
1366 1399 6 ELG 4015 256 0.048338 0.872564 -71.239570 329.333690
1367 1400 10 ELG 814 256 0.054713 1.195275 -56.041515 327.843237
1368 1401 7 STDSTAR 1808 256 0.067208 0.822047 -85.421932 326.586381
1369 1402 4 OTHER 1143 256 0.857920 0.546530 -49.456599 335.331871
1370 1403 8 STDSTAR 10032 256 0.076166 0.273937 -86.205049 325.847765
1371 1404 6 OTHER 3109 256 1.588991 1.175027 -39.899312 334.610550
1372 1405 7 ELG 3474 256 0.119739 0.265337 47.749334 330.067570
1373 1406 4 QSO 2648 256 0.279648 0.488645 88.573411 323.011729
1374 1407 6 QSO 9095 256 0.893153 0.514361 15.205564 341.258438
1375 1408 6 STDSTAR 5690 256 1.165910 0.196463 -30.221753 330.546267
1376 1409 4 QSO 2810 256 0.858997 0.744515 73.441739 324.439641
1377 1410 5 GAL 3199 256 1.321185 0.671918 -22.936586 339.776367
1378 1411 4 OTHER 6708 256 1.364688 0.260494 54.179294 338.513338
1379 1412 4 QSO 3768 256 0.605551 1.104651 27.070919 334.013578
1380 1413 5 OTHER 33 256 1.694875 0.729796 -4.378546 338.898649
1381 1414 4 STDSTAR 7121 256 0.324259 0.244250 105.152722 324.612807
1382 1415 9 STDSTAR 2574 256 1.279296 0.982716 83.006049 327.424184
1383 1416 6 ELG 5016 256 0.566388 0.048740 -2.864575 344.381907
1384 1417 7 STDSTAR 1162 256 0.897632 0.379122 36.446826 346.032603
1385 1418 5 OTHER 10960 256 1.221287 0.303860 -67.153389 335.088250
1386 1419 11 QSO 3145 256 1.218425 0.412224 -77.548291 336.690721
1387 1420 5 STDSTAR 10428 256 0.716942 0.009129 60.607485 337.089787
1388 1421 6 LRG 2567 256 0.810821 0.077936 -58.157916 343.356829
1389 1422 7 LRG 306 256 0.601612 0.910258 -89.433580 334.682742
1390 1423 6 OTHER 7442 256 1.273114 1.173163 12.516998 342.225214
1391 1424 6 OTHER 7593 256 1.042781 0.553344 -46.457882 340.937178
1392 1425 5 STDSTAR 1997 256 0.739034 0.541156 -102.265535 329.077083
1393 1426 5 STDSTAR 9361 256 1.512084 0.794052 -35.526070 339.743308
1394 1427 6 QSO 5776 256 0.882823 0.060864 47.592291 346.147060
1395 1428 8 OTHER 2587 256 1.412064 0.581929 -30.172864 350.160608
1396 1429 9 GAL 2987 256 0.262066 0.672229 94.810985 335.120776
1397 1430 2 QSO 775 256 1.056698 0.146520 24.088400 347.282602
1398 1431 4 GAL 5023 256 0.639863 0.817641 77.276498 338.305256
1399 1432 5 QSO 2034 256 1.298875 0.263254 -19.475439 352.149754
1400 1433 6 QSO 1282 256 1.625302 0.956959 -4.769718 347.165469
1401 1434 4 GAL 1128 256 1.585204 0.658494 29.022463 349.298689
1402 1435 5 ELG 5939 256 1.593218 0.118990 60.556814 340.527708
1403 1436 6 LRG 1327 256 0.276482 1.198235 105.661393 339.033850
1404 1437 4 QSO 6046 256 1.202075 0.450407 3.021881 357.774237
1405 1438 4 GAL 7861 256 1.355061 1.118141 89.646201 342.774057
1406 1439 4 LRG 4463 256 1.124448 1.197829 -69.058438 347.659028
1407 1440 7 ELG 3337 256 1.240315 0.389045 -61.051015 350.189911
1408 1441 5 GAL 2120 256 0.877539 1.080305 -87.971674 345.117076
1409 1442 4 ELG 4709 256 1.559217 0.320398 40.399822 349.311363
1410 1443 3 OTHER 1109 256 0.271737 0.324509 -57.251955 350.716853
1411 1444 6 STDSTAR 886 256 1.274256 0.880887 -94.573703 339.059412
1412 1445 3 OTHER 7453 256 0.067990 0.785699 -38.083774 351.403987
1413 1446 3 OTHER 2114 256 1.322189 0.271440 70.795666 348.903223
1414 1447 6 ELG 1484 256 1.629240 1.059897 -102.749185 342.777670
1415 1448 6 GAL 10175 256 1.376558 0.498660 11.877831 357.531171
1416 1449 5 LRG 5895 256 0.241742 0.857432 -30.548422 350.543171
1417 1450 4 QSO 12100 256 0.428413 1.144325 -23.569250 352.865259
1418 1451 1 GAL 1262 256 0.616427 0.763387 53.620091 357.805220
1419 1452 9 GAL 2188 256 0.129680 0.550778 99.862767 344.948010
1420 1453 6 ELG 6979 256 1.411458 0.824748 29.227014 355.137328
1421 1454 4 OTHER 4905 256 1.360232 1.065418 -9.448279 357.006526
1422 1455 10 ELG 3228 256 0.283401 0.666299 82.817076 352.635775
1423 1456 8 GAL 6457 256 0.796801 0.461637 2.346117 362.992693
1424 1457 7 OTHER 749 256 1.078701 0.930135 33.142775 363.205289
1425 1458 6 QSO 4444 256 1.685716 0.677969 63.452295 357.810270
1426 1459 11 GAL 4868 256 0.286650 0.760276 -66.246172 357.536961
1427 1460 8 GAL 6361 256 0.297540 0.422985 -81.905364 353.074764
1428 1461 7 LRG 3418 256 0.094868 0.709175 -57.223106 353.304440
1429 1462 4 QSO 10925 256 0.086182 0.420847 4.731459 366.767173
1430 1463 6 ELG 485 256 1.129549 0.267822 -92.744159 350.577286
1431 1464 5 LRG 4787 256 0.303838 0.641130 101.656463 345.716007
1432 1465 4 QSO 3464 256 1.799976 1.001650 -54.622841 360.604377
1433 1467 5 STDSTAR 8500 256 1.392918 0.450629 92.301712 351.829972
1434 1468 4 LRG 11692 256 0.554888 1.035620 -39.490631 357.247109
1435 1469 6 QSO 251 256 1.711863 0.056567 48.709372 359.538006
1436 1470 5 STDSTAR 2402 256 0.320072 1.016399 68.386606 360.478938
1437 1471 3 STDSTAR 983 256 0.294141 0.484603 21.502969 362.245763
1438 1472 7 LRG 5116 256 0.485191 0.331322 -34.252016 365.226799
1439 1473 4 QSO 3372 256 0.343767 0.976002 -23.234963 364.969530
1440 1474 8 GAL 555 256 1.248647 0.571542 51.767664 360.655192
1441 1475 8 STDSTAR 3558 256 0.274995 0.733820 25.427527 369.992893
1442 1476 6 LRG 13177 256 1.472586 0.956564 98.253874 355.034088
1443 1477 4 LRG 4582 256 1.074636 0.453485 -11.382124 373.109563
1444 1478 6 STDSTAR 931 256 0.429887 0.367314 84.891769 355.478210
1445 1479 6 QSO 330 256 0.410547 0.694458 1.709031 365.984446
1446 1480 8 LRG 1948 256 1.679189 0.754445 34.308753 367.721985
1447 1481 8 LRG 2967 256 1.310731 0.574714 62.777857 362.666098
1448 1483 7 STDSTAR 5277 256 1.607154 0.180669 -70.236226 369.541433
1449 1485 6 LRG 5291 256 1.734716 0.485644 -52.456460 369.592019
1450 1487 11 LRG 828 256 0.151421 0.733230 -45.561907 368.259155
1451 1488 2 GAL 2821 256 1.640747 1.061190 8.910471 376.155463
1452 1490 4 GAL 7323 256 1.668039 1.086908 114.006330 359.882719
1453 1491 4 LRG 2465 256 0.885192 1.139673 -36.610978 376.954982
1454 1492 5 LRG 6507 256 1.260625 0.250003 98.179043 359.952973
1455 1493 6 LRG 5468 256 0.379596 0.001698 47.964128 376.965830
1456 1494 5 OTHER 5213 256 0.425056 0.253447 -22.092094 369.987625
1457 1495 6 OTHER 5374 256 0.658403 0.190236 18.029862 376.113746
1458 1496 7 GAL 10180 256 0.759854 0.107590 74.027149 364.302038
1459 1497 4 GAL 2976 256 0.140253 0.003773 -14.233561 380.371474
1460 1498 6 LRG 42 256 0.469367 0.844542 59.240389 371.120493
1461 1499 2 ELG 9161 256 1.174910 0.583657 29.525254 375.310563
1462 1500 3 LRG 5615 256 1.601839 1.014937 -9.590749 379.137622
1463 1501 6 LRG 3509 256 1.680299 1.045982 105.326011 360.502072
1464 1502 9 STDSTAR 390 256 0.445009 0.851006 90.907129 369.409307
1465 1503 5 QSO 6766 256 1.557171 0.607584 6.720353 376.923418
1466 1504 4 LRG 3696 256 1.713925 0.060492 -76.101426 375.855688
1467 1506 4 ELG 8906 256 0.826218 0.039596 -59.607063 377.205209
1468 1508 5 ELG 371 256 0.749087 0.938320 36.260212 380.085769
1469 1509 3 STDSTAR 2571 256 1.527065 0.118161 -51.724669 375.527611
1470 1511 1 LRG 2407 256 0.018878 0.435851 67.988508 376.401144
1471 1512 2 LRG 7634 256 1.525050 0.636484 -38.273772 377.581753
1472 1513 8 STDSTAR 8062 256 1.221459 0.511403 15.238882 380.250220
1473 1514 11 ELG 645 256 1.495707 1.050349 -34.718957 380.237991
1474 1515 7 LRG 5064 256 0.160725 0.094884 108.747291 365.710794
1475 1516 5 STDSTAR 7718 256 1.786114 0.959901 91.195271 369.824463
1476 1517 15 GAL 2295 256 1.287388 0.054445 -24.636618 384.792014
1477 1518 7 ELG 5299 256 1.083783 0.666095 51.464099 381.257697
1478 1519 8 LRG 4082 256 1.001032 0.493042 28.530955 383.800532
1479 1520 7 STDSTAR 541 256 0.253260 1.045298 78.823996 382.462960
1480 1521 8 LRG 2693 256 0.415521 0.955334 -13.625427 391.247157
1481 1522 7 STDSTAR 7408 256 0.242365 0.837327 -0.939704 392.146413
1482 1523 6 GAL 5658 256 0.991676 0.203977 57.267706 386.314513
1483 1524 8 QSO 151 256 1.105906 0.471196 33.828492 382.241652
1484 1525 1 STDSTAR 12977 256 1.599962 0.627555 108.659386 374.945133
1485 1527 4 LRG 6913 256 1.171892 0.674946 -76.605197 380.736929
1486 1529 6 LRG 6514 256 1.120567 0.900962 -59.266784 387.037724
1487 1531 6 QSO 10796 256 0.914009 0.377260 86.334873 377.086170
1488 1532 6 GAL 2423 256 0.397431 0.879394 10.264988 389.537118
1489 1533 3 LRG 5503 256 0.869178 1.122311 -54.652429 384.069703
1490 1535 8 LRG 2456 256 0.596417 0.402313 47.523226 389.673404
1491 1536 6 OTHER 3115 256 0.187061 0.508508 -42.833840 392.933434
1492 1537 2 GAL 17984 256 0.364182 0.863003 72.896006 381.488373
1493 1538 4 ELG 6686 256 1.540246 0.753626 15.383305 389.849685
1494 1539 3 STDSTAR 7198 256 1.124286 0.217384 -34.954573 394.932030
1495 1540 3 QSO 385 256 0.369948 0.475615 113.296488 378.910739
1496 1541 2 OTHER 12102 256 0.064514 0.840784 -17.054822 389.936144
1497 1542 3 OTHER 2663 256 0.513526 1.087330 96.955115 380.182537
1498 1543 5 QSO 4965 256 1.366277 0.700341 59.533684 393.871474
1499 1544 6 GAL 5965 256 0.602374 0.387129 24.056507 390.576548
1500 1545 4 GAL 7518 256 0.134791 0.858901 -7.678215 396.406193
1501 1546 6 ELG 4973 256 1.005347 0.072693 84.386988 384.898345
1502 1547 3 ELG 10427 256 1.438030 0.235533 1.512935 395.569369
1503 1548 2 LRG 10505 256 1.354422 0.316382 32.585092 394.596379
1504 1549 5 QSO 4968 256 1.116316 0.392043 67.195179 392.186166
1505 1550 2 QSO 4294 256 0.750611 0.916078 -74.952562 389.106905
1506 1552 2 ELG 2545 256 1.552997 0.358678 -63.552665 393.248776
1507 1554 3 GAL 1966 256 0.316542 0.108293 -56.200639 392.107620
1508 1556 1 OTHER 18024 256 1.566192 0.230519 108.555877 380.430786
1509 1557 1 ELG 3248 256 0.685831 0.148078 -44.557772 393.933098
1510 1559 1 OTHER 10627 256 1.015603 1.189716 9.790347 397.309106
1511 1560 4 GAL 2715 256 1.565984 0.422859 95.497714 388.341321
1512 1561 3 OTHER 11109 256 0.839094 0.219550 -39.541208 397.438457
1513 1562 1 GAL 24066 256 0.207879 1.021696 46.506516 396.971420
1514 1563 1 GAL 23244 256 0.683296 0.361881 -25.252659 397.284945
1515 1564 0 SKY -1 256 -1.000000 100.000000 75.649649 395.832218
1516 1565 2 GAL 7426 256 1.642920 0.371505 24.862575 399.116586
1517 1566 0 SKY -1 256 -1.000000 100.000000 -16.681619 404.277841
1518 1567 0 SKY -1 256 -1.000000 100.000000 120.209767 386.852643
1519 1568 0 SKY -1 256 -1.000000 100.000000 103.008339 392.415977
1520 1569 0 SKY -1 256 -1.000000 100.000000 58.501042 401.551426
1521 1570 0 SKY -1 256 -1.000000 100.000000 31.194626 405.118245
1522 1571 0 SKY -1 256 -1.000000 100.000000 -6.434674 406.467956
1523 1572 0 SKY -1 256 -1.000000 100.000000 85.901033 398.085888
1524 1573 9 LRG 3119 256 0.073995 1.100230 -10.002433 21.816662
1525 1574 5 QSO 5293 256 0.066375 1.094472 -24.570768 26.281592
1526 1575 5 OTHER 5521 256 0.897805 0.943580 -16.739401 29.654341
1527 1576 3 OTHER 3467 256 0.362538 0.323133 -32.367596 37.537740
1528 1577 0 SKY -1 256 -1.000000 100.000000 -19.919543 44.459206
1529 1578 4 GAL 10360 256 1.586235 0.376039 -38.837011 34.581681
1530 1579 4 OTHER 991 256 0.066325 0.592334 -26.700459 46.178795
1531 1580 2 ELG 11901 256 0.297801 0.663459 -22.657441 58.860692
1532 1581 5 QSO 1298 256 1.703948 0.362127 -45.799998 40.499068
1533 1582 9 QSO 668 256 0.692518 0.691878 -46.008748 49.926675
1534 1583 4 STDSTAR 10594 256 0.003782 0.780517 -33.797965 54.105092
1535 1584 7 ELG 965 256 0.693293 0.603732 -23.286937 66.533937
1536 1585 5 STDSTAR 7998 256 0.549534 0.717070 -50.251423 49.943656
1537 1586 4 OTHER 12367 256 1.753869 0.480904 -45.957524 55.297310
1538 1587 6 QSO 5319 256 0.150905 0.999909 -34.840045 71.256641
1539 1588 8 OTHER 677 256 1.252870 0.150604 -29.827082 77.341851
1540 1589 8 STDSTAR 813 256 0.896713 0.809377 -57.161487 56.807818
1541 1590 6 STDSTAR 1819 256 0.586427 0.522205 -55.706459 55.226603
1542 1591 4 STDSTAR 5296 256 0.412077 0.372907 -48.302126 63.226094
1543 1592 5 STDSTAR 8712 256 1.128895 0.123425 -41.042288 81.816699
1544 1593 7 GAL 5891 256 0.686276 0.456039 -59.358840 65.115572
1545 1594 4 QSO 179 256 0.739618 0.854597 -34.723817 84.100610
1546 1595 3 QSO 4033 256 0.675688 0.321211 -53.386343 71.902421
1547 1596 3 LRG 6583 256 1.361718 0.319810 -47.874838 73.331552
1548 1597 4 GAL 1869 256 0.958361 0.990853 -47.636590 88.727015
1549 1598 10 GAL 2449 256 1.069359 1.190739 -76.568708 61.876058
1550 1599 5 OTHER 4287 256 1.711152 0.002429 -70.106089 73.480936
1551 1600 5 LRG 1603 256 0.669194 0.902777 -36.915736 96.999555
1552 1601 1 GAL 6157 256 1.737367 0.272897 -61.900677 84.747059
1553 1602 5 STDSTAR 2147 256 1.600624 1.034809 -53.057894 87.636963
1554 1603 7 STDSTAR 402 256 0.691262 0.073742 -45.206221 99.417999
1555 1604 3 ELG 12657 256 1.364597 0.431949 -77.440965 78.249748
1556 1605 2 OTHER 9047 256 0.698933 0.578631 -84.236981 67.486374
1557 1606 9 OTHER 1661 256 1.262174 0.488096 -68.182440 84.163710
1558 1607 10 ELG 1062 256 1.392467 0.077410 -64.473047 88.035154
1559 1608 8 QSO 326 256 0.707792 0.228639 -43.185411 103.130231
1560 1609 5 GAL 3456 256 0.562224 1.152697 -51.330673 96.704318
1561 1610 2 STDSTAR 15844 256 0.689875 0.085240 -84.387960 81.537276
1562 1611 7 ELG 1184 256 1.488816 0.375782 -51.353252 102.427676
1563 1612 9 ELG 3417 256 1.062833 1.171078 -78.923043 85.276494
1564 1613 8 STDSTAR 5030 256 1.547682 0.220645 -76.692175 96.875056
1565 1614 6 LRG 1268 256 1.384959 0.776413 -68.523439 96.929339
1566 1615 3 OTHER 394 256 0.079214 0.318280 -40.722140 112.248738
1567 1616 5 ELG 4494 256 0.078500 0.448652 -59.276478 107.587829
1568 1617 5 OTHER 753 256 0.016903 1.147570 -87.589644 86.931994
1569 1618 5 STDSTAR 11637 256 0.831630 0.017502 -96.525386 77.569429
1570 1619 5 LRG 6797 256 0.672725 0.741523 -84.900161 100.872267
1571 1620 5 GAL 4046 256 1.208139 0.572329 -47.720487 119.124421
1572 1621 7 OTHER 2301 256 0.785447 0.036339 -73.747169 104.910659
1573 1622 5 GAL 781 256 1.751629 1.189528 -71.526150 111.482226
1574 1623 6 QSO 4801 256 1.620782 0.138390 -49.709351 122.496769
1575 1624 8 QSO 1020 256 0.979069 0.707142 -58.366752 119.893724
1576 1625 5 LRG 358 256 1.608420 0.976674 -105.458883 85.845223
1577 1626 6 OTHER 16069 256 1.365023 0.578701 -91.867355 97.708133
1578 1627 9 GAL 1155 256 0.024855 0.403045 -86.529294 100.888845
1579 1628 5 ELG 6999 256 0.179575 0.269545 -58.806909 126.219122
1580 1629 7 OTHER 2253 256 0.990234 0.533315 -77.562022 111.958361
1581 1630 1 GAL 11005 256 0.015376 0.346677 -77.683220 121.440435
1582 1631 7 STDSTAR 1251 256 0.336830 0.524316 -45.021793 133.704891
1583 1632 9 GAL 2813 256 0.515325 0.644528 -69.718133 128.643750
1584 1633 4 QSO 5745 256 1.252005 0.967143 -106.618286 104.142985
1585 1634 6 GAL 3530 256 1.618148 0.709929 -112.176172 96.726594
1586 1635 10 ELG 1175 256 1.000968 0.244546 -93.157232 104.427243
1587 1636 9 QSO 103 256 0.345919 0.312367 -93.691641 119.616049
1588 1637 3 LRG 3396 256 1.447038 0.339245 -58.347203 138.840603
1589 1638 5 ELG 9420 256 1.002107 0.295048 -83.624128 119.995610
1590 1639 5 ELG 9518 256 1.791387 0.930191 -80.103377 131.443671
1591 1640 7 STDSTAR 2154 256 0.718803 1.177094 -48.784232 141.140410
1592 1641 4 ELG 3232 256 0.247908 1.105945 -113.277302 100.201545
1593 1642 5 LRG 531 256 1.787897 0.760078 -105.218518 106.662461
1594 1643 6 GAL 2166 256 0.312245 0.160921 -95.955316 120.604903
1595 1644 5 OTHER 3841 256 0.125048 0.719031 -67.137303 138.645996
1596 1645 6 STDSTAR 3256 256 1.740679 0.272974 -97.451863 121.216961
1597 1646 5 LRG 1504 256 0.393162 1.016134 -92.300132 131.399302
1598 1647 2 OTHER 11145 256 0.698812 1.143785 -62.793994 146.503560
1599 1648 4 GAL 9470 256 1.655147 0.436254 -82.626461 138.552252
1600 1649 6 LRG 5395 256 0.301539 0.266767 -114.290854 108.964565
1601 1650 10 ELG 1085 256 0.918449 0.041755 -130.715076 102.555230
1602 1651 5 OTHER 7399 256 0.840677 1.106486 -106.230121 120.867334
1603 1652 4 QSO 3985 256 0.588705 0.688401 -59.101624 153.007010
1604 1653 6 OTHER 1056 256 1.335615 0.167380 -104.834317 124.291831
